,First X,Last X,Peak X,Peak Y,Area,%Area,Peak
071718_13 green_LineProfile_5.tif,14.24,86.0,53.0,0.05867,3.469,99.32,4
071718_13 green_LineProfile_6.tif,10.02,86.0,31.0,0.04841,2.97,99.99,2
071718_13 green_LineProfile_7.tif,44.47,86.0,52.0,0.01178,0.2122,58.11,4
071718_13 green_LineProfile_8.tif,12.09,52.0,47.0,0.01535,0.2958,48.19,3
071718_14 green_LineProfile_2.tif,40.81,80.28,69.0,0.0204,0.5143,85.09,5
071718_14 green_LineProfile_3.tif,32.71,105.0,95.0,0.1192,7.503,99.53,4
071718_14 green_LineProfile_4.tif,32.4,105.0,105.0,0.1302,7.795,97.28,6
071718_14 green_LineProfile_5.tif,18.9,26.03,20.0,0.02254,0.08493,70.55,2
071718_14 green_LineProfile_6.tif,18.78,26.02,20.0,0.03172,0.1021,85.22,3
071718_14 green_LineProfile_7.tif,18.76,26.0,20.0,0.03754,0.1278,79.53,3
071718_14 green_LineProfile_8.tif,18.57,26.49,20.0,0.04922,0.1867,81.06,3
071718_16 green_LineProfile_1.tif,,,,,,,1
071718_16 green_LineProfile_2.tif,,,,,,,1
071718_16 green_LineProfile_3.tif,,,,,,,1
071718_16 green_LineProfile_4.tif,35.28,38.95,37.0,0.01191,0.02336,80.56,1
071718_16 green_LineProfile_5.tif,,,,,,,1
071718_16 green_LineProfile_6.tif,30.91,38.15,32.0,0.008919,0.02383,76.13,2
071718_16 green_LineProfile_7.tif,23.53,117.0,44.0,0.05201,3.194,99.9,2
071718_16 green_LineProfile_8.tif,10.97,117.0,94.0,0.05499,3.584,99.96,2
071718_17 green_LineProfile_1.tif,91.42,102.9,93.0,0.02516,0.1462,36.39,15
071718_17 green_LineProfile_2.tif,12.72,13.12,13.0,0.00172,0.0003441,56.36,2
071718_17 green_LineProfile_3.tif,2.469,9.412,5.0,0.01329,0.04722,69.72,2
071718_17 green_LineProfile_4.tif,4.512,6.856,6.0,0.01011,0.01492,27.26,3
071718_17 green_LineProfile_5.tif,95.11,110.3,107.0,0.01909,0.151,51.5,13
071718_17 green_LineProfile_6.tif,100.7,108.0,102.0,0.01007,0.04533,47.07,11
071718_17 green_LineProfile_7.tif,82.32,115.0,100.0,0.03324,0.5534,67.87,18
071718_17 green_LineProfile_8.tif,73.07,115.0,115.0,0.03442,0.7809,75.8,17
071718_18 green_LineProfile_1.tif,34.45,54.56,38.0,0.0187,0.2192,30.85,7
071718_18 green_LineProfile_2.tif,38.74,44.3,43.0,0.01059,0.03149,19.87,5
071718_18 green_LineProfile_3.tif,37.6,43.31,40.0,0.006975,0.01965,30.11,8
071718_18 green_LineProfile_4.tif,1.0,10.89,4.0,0.01626,0.09517,51.26,1
071718_18 green_LineProfile_5.tif,102.5,115.0,114.0,0.01812,0.06662,23.49,15
071718_18 green_LineProfile_6.tif,90.21,115.0,109.0,0.01539,0.1237,42.81,16
071718_18 green_LineProfile_7.tif,95.13,105.7,101.0,0.01017,0.06133,19.53,18
071718_18 green_LineProfile_8.tif,12.05,28.98,14.0,0.01143,0.0977,15.22,3
072018_12 green_LineProfile_2.tif,12.36,39.62,28.0,0.07976,1.126,89.69,5
072018_12 green_LineProfile_3.tif,9.296,37.69,28.0,0.04721,0.7341,95.15,4
072018_12 green_LineProfile_4.tif,22.04,40.55,34.0,0.01609,0.1281,65.49,4
072018_12 green_LineProfile_5.tif,85.56,86.4,86.0,0.006233,0.002608,32.67,7
072018_12 green_LineProfile_6.tif,88.81,90.32,89.0,0.003491,0.004379,21.1,11
072018_12 green_LineProfile_7.tif,39.43,105.0,46.0,0.05657,2.323,98.31,7
072018_12 green_LineProfile_8.tif,39.66,105.0,52.0,0.1181,4.445,99.1,7
072018_13 green_LineProfile_2.tif,13.06,82.66,73.0,0.2132,10.42,98.63,3
072018_13 green_LineProfile_3.tif,10.81,82.78,72.0,0.1294,6.733,98.14,1
072018_13 green_LineProfile_4.tif,16.19,82.27,70.0,0.05774,2.716,98.75,2
072018_13 green_LineProfile_5.tif,17.77,18.42,18.0,0.005461,0.001766,69.94,1
072018_13 green_LineProfile_6.tif,7.577,72.64,27.0,0.05225,2.103,64.61,2
072018_13 green_LineProfile_7.tif,76.28,105.0,96.0,0.07442,1.729,47.72,14
072018_13 green_LineProfile_8.tif,81.77,102.0,93.0,0.02777,0.3519,74.65,4
072018_14 green_LineProfile_2.tif,68.33,99.78,78.0,0.09317,1.541,54.58,6
072018_14 green_LineProfile_3.tif,55.55,63.65,62.0,0.03574,0.1549,22.34,6
072018_14 green_LineProfile_4.tif,55.86,59.29,57.0,0.02257,0.03599,22.07,6
072018_14 green_LineProfile_5.tif,81.21,84.72,83.0,0.007141,0.0133,19.55,12
072018_14 green_LineProfile_6.tif,62.3,67.69,63.0,0.005444,0.01374,23.56,6
072018_14 green_LineProfile_7.tif,57.62,58.88,58.0,0.00414,0.002618,20.24,3
072018_16 green_LineProfile_1.tif,3.065,117.0,94.0,0.2584,23.15,100.0,1
072018_16 green_LineProfile_2.tif,2.851,117.0,56.0,0.1993,17.52,100.0,1
072018_16 green_LineProfile_3.tif,2.942,117.0,64.0,0.1704,15.25,100.0,1
072018_16 green_LineProfile_4.tif,2.704,117.0,63.0,0.1556,13.33,100.0,1
072018_16 green_LineProfile_5.tif,2.741,117.0,94.0,0.1395,11.37,100.0,1
072018_16 green_LineProfile_6.tif,2.745,117.0,65.0,0.1115,8.24,100.0,1
072018_17 green_LineProfile_1.tif,26.36,117.6,106.0,0.1465,9.724,99.63,2
