,First X,Last X,Peak X,Peak Y,Area,%Area,Peak
120817_19 _green_LineProfile_3.tif,6.536,10.66,7,0.02443,0.05664,12.62,3
120817_19 _green_LineProfile_4.tif,11.28,12.75,12,0.0504,0.03706,16.92,4
120817_19 _green_LineProfile_5.tif,1,5.531,2,0.03891,0.07779,20.42,1
120817_19 _green_LineProfile_6.tif,77.86,80.78,80,0.0198,0.02779,29.88,9
020618_15 _green_LineProfile_1.tif,41.22,51.3,42,0.02236,0.08283,39.01,11
020618_15 _green_LineProfile_2.tif,42.49,53.58,47,0.018,0.1013,28.22,8
020618_15 _green_LineProfile_3.tif,49.43,56.27,53,0.02026,0.05949,35.78,10
020618_15 _green_LineProfile_4.tif,44.74,57.07,56,0.01814,0.09469,51.39,11
020618_15 _green_LineProfile_5.tif,54.15,75.66,59,0.02617,0.3326,29.56,8
020618_15 _green_LineProfile_6.tif,42.46,54.85,45,0.02388,0.1292,26.47,11
020618_15 _green_LineProfile_7.tif,37.21,53.65,40,0.03224,0.3033,46.6,10
020618_15 _green_LineProfile_8.tif,44.3,47.74,47,0.02738,0.04545,22.95,9
020618_16 _green_LineProfile_1.tif,88.3,91,89,0.01232,0.02162,21.93,13
020618_16 _green_LineProfile_2.tif,87.28,91,88,0.01431,0.02812,37.03,11
020618_16 _green_LineProfile_3.tif,1.364,2.636,2,0.01662,0.01057,94.96,1
020618_16 _green_LineProfile_4.tif,70.05,91,86,0.02968,0.3,54.62,7
020618_16 _green_LineProfile_5.tif,70.05,91,86,0.02968,0.3,54.62,7
020618_16 _green_LineProfile_6.tif,2.633,3.33,3,0.006662,0.00232,53.22,2
020618_16 _green_LineProfile_7.tif,87.59,90.95,89,0.01814,0.02665,33.86,11
020618_16 _green_LineProfile_8.tif,71.3,75.8,73,0.01981,0.04872,19.04,7
020618_17 _green_LineProfile_1.tif,66.27,73.75,67,0.01759,0.05436,13.6,16
020618_17 _green_LineProfile_2.tif,34.73,37.29,36,0.01559,0.02287,54.24,8
020618_17 _green_LineProfile_3.tif,1.287,5.696,3,0.0101,0.0219,38.92,1
020618_17 _green_LineProfile_4.tif,70.04,72.54,71,0.01378,0.02183,17.29,14
020618_17 _green_LineProfile_5.tif,1,19.9,17,0.02222,0.1949,22.53,1
020618_17 _green_LineProfile_6.tif,47.54,51.12,49,0.02578,0.04595,20.63,13
