,First X,Last X,Peak X,Peak Y,Area,%Area,Peak
022718_18a green_LineProfile_3.tif,63.11,69.58,68,0.0041,0.01551,25.97,14
022718_18a green_LineProfile_4.tif,36.59,106,106,0.01792,0.7018,78.86,6
022718_18a green_LineProfile_5.tif,17.35,106,90,0.02197,0.9831,94.59,4
022718_18a green_LineProfile_6.tif,21.73,106,106,0.03137,1.421,92.98,3
022718_18a green_LineProfile_7.tif,1,106,97,0.05076,2.63,100,1
022718_18a green_LineProfile_8.tif,19.12,106,104,0.05969,2.508,92.61,2
022718_18b green_LineProfile_1.tif,53.06,106,101,0.02662,0.8388,81.01,10
022718_18b green_LineProfile_2.tif,63.08,106,106,0.02138,0.4576,77.1,11
022718_18b green_LineProfile_3.tif,21.55,106,102,0.02674,1.037,96.36,6
022718_18b green_LineProfile_4.tif,35.35,106,101,0.01887,0.6106,85.78,8
022718_18b green_LineProfile_5.tif,65.17,73.25,69,0.006125,0.02566,37.25,14
022718_18b green_LineProfile_6.tif,8.66,9.437,9,0.002784,0.001081,73.37,2
022718_18b green_LineProfile_7.tif,8.596,9.693,9,0.002727,0.001496,55.89,1
022718_18b green_LineProfile_8.tif,8.473,10.5,9,0.004241,0.00641,78.98,3
